รหัสพัสดุ,ชื่อพัสดุ,หน่วย,ราคากลาง,ราคามาตรฐาน,Ref_เหนือ,Ref_อีสาน,Ref_กลาง,Ref_ใต้,Std_เหนือ,Std_อีสาน,Std_กลาง,Std_ใต้
1020260005,"PREFORMED D/E,SAC 22 KV.,AL 240 SQ.MM.",EA,,518,,,,,,,,
1020260100,"PREFORMED D/E,SAC 33 KV.,AL 50 SQ.MM.",EA,,138,,,,,,,,
1020260104,"PREFORMED D/E,SAC 33 KV.,AL 185 SQ.MM.",EA,,174,,,,,,,,
1020260200,"PREFORMED D/E,SAC 22 KV 120 SQ.MM.",EA,,127,,,,,,,,
1020260201,"PREFORMED D/E,SAC 22 KV 185 SQ.MM.",EA,133,133,,,,,,,,
1020260202,"PREFORMED D/E,SAC 22kV 50sq.mm. 21.80mm",EA,60,60,,,,,,,,
1020260203,"PREFORMED D/E,SAC 22kV 95sq.mm. 25.25mm",EA,,60,,,,,,,,
1020260204,"PREFORMED D/E,SAC 22kV 120sq.mm. 26.75mm",EA,,130,,,,,,,,
1020260205,"PREFORMED D/E,SAC 22kV 185sq.mm. 29.78mm",EA,151,151,,,,,,,,
1020260206,"PREFORMED D/E,SAC 33kV 50sq.mm. 26.46mm",EA,60,63.1,,,,,,,,
1020260207,"PREFORMED D/E,SAC 33kV 95sq.mm. 29.91mm",EA,,120,,,,,,,,
1020260208,"PREFORMED D/E,SAC 33kV 120sq.mm. 31.41mm",EA,,130,,,,,,,,
1020260209,"PREFORMED D/E,SAC 33kV 185sq.mm. 34.44mm",EA,160,160,,,,,,,,
1020260300,"PREFORMED D/E, AW 25 SQ.MM.",EA,,47.2,,,,,,,,
1020260301,"PREFORMED D/E, AW 50 SQ.MM.",EA,,64.6,,,,,,,,
1020260302,"PREFORMED D/E, AW 95 SQ.MM.",EA,,95.4,,,,,,,,
1020270006,"CABLE GRIP,CLOSED/M,UG 400 SQ.MM 22 KV",EA,,3276,,,,,,,,
1020270008,"CABLE GRIP,COLSED/M,UG 500 SQ.MM 22 KV",EA,,4714,,,,,,,,
1020270009,"CABLE GRIP,CLOSED/M,3 UG 240 SQ.MM.22 KV",EA,,3951,,,,,,,,
1020270010,"CABLE GRIP, CLOSED/M,3 UG,50 SQ.MM.22 KV",EA,,1600,,,,,,,,
1020280000,"COMPOSITE TIE,22 KV PIC 50,TOP,56-2",EA,,590,,,,,,,,
1020280002,"COMPOSITE TIE,22 KV PIC 185,TOP,56/57-2",EA,,575,,,,,,,,
1020280005,"COMPOSITE TIE,22 KV PIC 185,ANG,56/57-2",EA,,575,,,,,,,,
1020280100,"COMPOSITE TIE, 33 KV PIC 50,TOP,56-3",EA,,250,,,,,,,,
1020280102,"COMPOSITE TIE,33 KV,PIC 185,TOP,56/57-3",EA,,207,,,,,,,,
1020280104,"COMPOSITE TIE,33 KV PIC 50,ANG,56-3",EA,,260,,,,,,,,
1020280106,"COMPOSITE TIE,33 KV PIC 185,ANG,56/57-3",EA,,234,,,,,,,,
1020300000,"CONN.,PG,SINGLE BOLT,CU 2.5-25 SQ.MM",EA,,60,,,,,,,,
1020300005,"CONN.,PG,DOUBLE BOLT,CU 50-95 SQ.MM.",EA,,358,,,,,,,,
1020300101,"CONN.,PG,DOUBLE BOLT,AL 16-70 SQ.MM.",EA,18.7,18.7,,,,,,,,
1020300102,"CONN.,PG,DOUBLE BOLT,AL 25-95 SQ.MM.",EA,20.4,20.4,,,,,,,,
1020300103,"CONN.,PG,TRIPLE BOLT,AL70-18S SQ.MM.",EA,70.4,70.4,,,,,,,,
1020300303,CONN.PG.TRIPLE BOLT.OPGW.CONCRETE POLE,EA,659,659,,,,,,,,
1020310000,"CONNECTOR,DEAD END,AL 25-35 SQ.MM.",EA,,12.8,,,,,,,,
1020310001,"CONNECTOR,D/E,AL 50-70 SQ.MM.",EA,,19.1,,,,,,,,
1020310002,"CONNECTOR,D/E,AL 95-120 SQ.MM.",EA,,38.6,,,,,,,,
1020320000,"H-CONNECTOR,MAIN AL 10-16,TAP CU 4-10",EA,,7,,,,,,,,
1020320001,"H-CONNECTOR,MAIN AL 25-50,TAP CU 2.5-6",EA,,3.14,,,,,,,,
1020320002,"H-CONNECTOR,MAIN AL 25-50 ,TAP CU 16-35",EA,,3.27,,,,,,,,
1020320003,"H-CONNECTOR,MAIN AL 50-95 ,TAP CU 50-95",EA,,8.73,,,,,,,,
1020320004,"H-CONNECTOR,MAIN AL 70-95 ,TAP CU 16-35",EA,,4.22,,,,,,,,
1020320005,"H-CONNECTTOR,MAIN AL. 35-50,TAP CU 6-10",EA,,3.98,,,,,,,,
1020320006,"H-CONECTOR,MAIN AL. 70-95 ,TAP CU. 6-10",EA,,3.83,,,,,,,,
1020320009,"H-CONNCTOR,MAIN AL 10-16,TAP AL/CU 4-10",EA,,17.4,,,,,,,,
1020320010,"H-CONNCTOR,MAIN AL 25-50,TAP AL/CU 2.5-6",EA,,17.2,,,,,,,,
1020320011,"H-CONNCTOR,MAIN AL 25-50,TAP AL/CU 16-35",EA,,14.3,,,,,,,,
1020320012,"H-CONNCTOR,MAIN AL 50-95,TAP AL/CU 50-95",EA,,16.4,,,,,,,,
1020320013,"H-CONNCTOR,MAIN AL 70-95,TAP CU 16-35",EA,,12.9,,,,,,,,
1020320014,"H-CONNCTOR,MAIN AL 35-50,TAP CU 6-10",EA,,14.2,,,,,,,,
1020320015,"H-CONNCTOR,MAIN AL 70-95,TAP CU 6-10",EA,,9.32,,,,,,,,
1020330000,"BAIL-CLAMP,MAIN AL 25-50 SQ.MM.",EA,,122,,,,,,,,
1020330001,"BAIL-CLAMP,MAIN AL 70-185 SQ.MM.",EA,,192,,,,,,,,
1020330005,"HOTLINE BAIL-CLAMP,MAIN 35-70 SQ.MM.",EA,645,645,,,,,,,,
1020330006,"HOTLINE BAIL-CLAMP,MAIN 70-185 SQ.MM.",EA,743,743,,,,,,,,
1020330100,"HOTLINE CLAMP,MAIN,AL 25-50 SQ.MM.",EA,,105,,,,,,,,
1020330101,"HOTLINE CLAMP,MAIN,AL 50-120 SQ.MM.",EA,188,188,,,,,,,,
1020330102,"HOTLINE CLAMP,PIERC.,PIC 22-33 KV.50-185",EA,,572,,,,,,,,
1020330104,"HOTLINE CLAMP,MAIN35-185,TAP50-185SQ.MM.",EA,603,603,,,,,,,,
1020340000,"CONN.,WEDGE,MAIN 95 SQ.MM.TAP 95",EA,,254,,,,,,,,
1020340001,"CONN.,WEDGE,MAIN 185 SQ.MM.TAP 120",EA,,253,,,,,,,,
1020340002,"CONN.,WEDGE,MAIN 185 SQ.MM.TAP 50 SQ.MM.",EA,,243,,,,,,,,
1020360000,IPC MAIN 16-95 SQ.MM. TAP 6-35 SQ.MM.,EA,,212,,,,,,,,
1020400000,"CONN.,SPLICE,TENSION AL 25 SQ.MM.",EA,,15.4,,,,,,,,
1020400001,"CONN.,SPLICE,TENSION AL 35 SQ.MM.",EA,,24.3,,,,,,,,
1020400002,"CONN.,SPLICE,TENSION AL 50 SQ.MM.",EA,13.8,13.8,,,,,,,,
1020400003,"CONN.,SPLICE,TENSION AL 70 SQ.MM.",EA,,11.7,,,,,,,,
1020400004,"CONN.,SPLICE,TENSION AL 95 SQ.MM.",EA,28.7,28.7,,,,,,,,
1020400005,"CONN.,SPLICE,TENSION AL 120 SQ.MM.",EA,,59.8,,,,,,,,
1020400007,"CONN.,SPLICE,TENSION AL 185 SQ.MM.",EA,61.6,61.6,,,,,,,,
1020400008,"CONN.,SPLICE,TENSION AL 240 SQ.MM.",EA,,160,,,,,,,,
1020400009,"CONN.,SPLICE,TENSION AL 400 SQ.MM.",EA,211,211,,,,,,,,
1020400012,"SLEEVE,TENSION AL 50 SQ.MM.",EA,,58.5,,,,,,,,
1020400017,"SLEEVE,TENSION AL 185 SQ.MM.",EA,,174,,,,,,,,
1020400019,"SLEEVE,TENSION AL 400 SQ.MM.",EA,,564,,,,,,,,
1020400022,"SLEEVE,TENSION COM.AL 50 SQ.MM.",EA,,67.6,,,,,,,,
1020400027,"SLEEVE,TENSION COM.AL 185 SQ.MM.",EA,,221,,,,,,,,
1020400101,"CONN.,SPLICE,TENSION ACSR 35/6 SQ.MM.",EA,,50,,,,,,,,
1020400102,"CONN.,SPLICE,TENSION ACSR 50/8 SQ.MM.",EA,57.5,57.5,,,,,,,,
1020400103,"CONN.,SPLICE,TENSION ACSR 70/12 SQ.MM.",EA,,240,,,,,,,,
1020400104,"CONN.,SPLICE,TENSION ACSR 95/15 SQ.MM.",EA,,250,,,,,,,,
1020410001,"CONN.,SPLICE,TENSIONLESS AL 35 SQ.MM.",EA,,25,,,,,,,,
1020410002,"CONN.,SPLICE,TENSIONLESS AL 50 SQ.MM.",EA,8.79,8.79,,,,,,,,
1020410003,"CONN.,SPLICE,TENSIONLESS AL 70 SQ.MM.",EA,,5.84,,,,,,,,
1020410004,"CONN.,SPLICE,TENSIONLESS AL 95 SQ.MM.",EA,21.2,21.2,,,,,,,,
1020410005,"CONN.,SPLICE,TENSIONLESS AL 120 SQ.MM.",EA,,43.1,,,,,,,,
1020410007,"CONN.,SPLICE,TENSIONLESS AL 185 SQ.MM.",EA,26.4,26.4,,,,,,,,
1020410009,"CONN.,SPLICE,TENSIONLESS AL 400 SQ.MM.",EA,150,187,,,,,,,,
1020410014,"SLEEVE,TENSIONLESS AL 50 SQ.MM.",EA,,47.5,,,,,,,,
1020410017,"SLEEVE,TENSIONLESS AL 185 SQ.MM.",EA,,152,,,,,,,,
1020410019,"SLEEVE,TENSIONLESS AL 400 SQ.MM.",EA,,409,,,,,,,,
1020410022,"SLEEVE,TENSIONLESS COM.AL 50 SQ.MM.",EA,,57.3,,,,,,,,
1020410027,"SLEEVE,TENSIONLESS COM.AL 185 SQ.MM.",EA,,167,,,,,,,,
1020410101,"CONN.,SPLICE,TENSIONLESS ACSR 35/6 SQ.MM",EA,,30,,,,,,,,
1020410102,"CONN.,SPLICE,TENSIONLESS ACSR 50/8 SQ.MM",EA,9.38,9.38,,,,,,,,
1020410103,"CONN.,SPLICE,TENSIONLESS ACSR 70/12",EA,,50,,,,,,,,
1020410104,"CONN.,SPLICE,TENSIONLESS ACSR 95/15",EA,,72,,,,,,,,
1020420101,"CABLE LUG,NEMA 2-HOLE,AL 35 SQ.MM.",EA,,24.4,,,,,,,,
1020420102,"CABLE LUG,NEMA 2-HOLE,AL 50 SQ.MM.",EA,10.7,10.7,,,,,,,,
1020420103,"CABLE LUG,NEMA 2-HOLE,AL 70 SQ.MM.",EA,,31.9,,,,,,,,
1020420104,"CABLE LUG,NEMA 2-HOLE,AL 95 SQ.MM.",EA,23.5,23.5,,,,,,,,
1020420105,"CABLE LUG,NEMA 2-HOLE,AL 120 SQ.MM.",EA,,30.2,,,,,,,,
1020420106,"CABLE LUG,NEMA 2-HOLE,AL 185 SQ.MM.",EA,35.2,35.2,,,,,,,,
1020420107,"TERMINAL,NEMA 2-HOLE,AL 240 SQ.MM.",EA,,121,,,,,,,,
1020420201,"TERMINAL,NEMA 4-HOLE,AL 400 SQ.MM.",EA,270,270,,,,,,,,
1020420302,"TERMINAL,15 DEG.,NEMA 4-H,AL 400 SQ.MM.",EA,293,293,,,,,,,,
1020420400,"PIN TERMINAL,FOR AL.CONDUCTOR 50 SQ.MM.",EA,35.2,35.2,,,,,,,,
1020420500,"CABLE LUG,CU. CABLE 120 SQ.MM.",EA,,261,,,,,,,,
1020420501,"CABLE LUG,CU. CABLE 185 SQ.MM.",EA,,288,,,,,,,,
1020430001,"CLAMP,D/E,SINGLE LUG,AL 400 SQ.MM.",EA,584,584,,,,,,,,
1020430101,"CLAMP,D/E,DOUBLE LUG,AL 400 SQ.MM.",EA,602,602,,,,,,,,
1020440000,"CABLE SPACER,POLY,SAC 22-33 KV. 50-185",EA,,184,,,,,,,,
1020440001,"CABLE SPACER,PORCELAIN,SAC 22 KV 50-240",EA,,1117,,,,,,,,
1020440002,"CABLE SPACER,PORCELAIN,SAC 22 KV.120-185",EA,,946,,,,,,,,
1020440003,"CABLE SPACER,PORCELAIN,SAC 22 KV 240",EA,,946,,,,,,,,
1020440004,"CABLE SPACER,PORCELAIN,TYPE 1,POLLUTED",EA,,1117,,,,,,,,
1020440005,"CABLE SPACER,PORCELAIN,TYPE 2,POLLUTED",EA,,1093,,,,,,,,
1020440006,"CABLE SPACER, PORCELAIN, TYPE 3",EA,1567,1567,,,,,,,,
1020440007,"CABLE SPACER, PORCELAIN, TYPE 4",EA,1849,1849,,,,,,,,
1020440008,"CABLE SPACER,HDPE-MTEC,SAC 50-185 SQ.MM.",EA,,1195,,,,,,,,
1020440009,"CABLE SPACER, HDPE WITH GRIP LOCK",EA,,731,,,,,,,,
1020440100,"CLAMP,CABLE SUSPENSION",EA,,36.7,,,,,,,,
1020440101,"CLEVIS,FLAT STEEL,PORC SPACER",EA,,26.4,,,,,,,,
1020440102,"CLAMP,GUY,TRIPLE BOLT",EA,93.4,93.4,,,,,,,,
1020440103,"LINK,CABLE SPACER",EA,19.2,19.2,,,,,,,,
1020440104,"BRACKET,FOR AERIAL CABLE CORNER SUPPORT",EA,,1300,,,,,,,,
1020440105,"BRACKET,FOR AERIAL CABLE TANGENT SUPPORT",EA,341,341,,,,,,,,
1020440106,"SNAP TIE, FOR MAT.NO 02440000",EA,31.1,31.1,,,,,,,,
1020440107,"SNAP TIE,22 KV 50-95/33 KV50",EA,,9.47,,,,,,,,
1020440108,"SNAP TIE,22 KV95-120/33 KV95-120",EA,,22.8,,,,,,,,
1020440109,"SNAP TIE,22 KV 240/33 KV 150-185",EA,,22.3,,,,,,,,
1020440111,"SNAP TIE,MASSENGER,PORCELAIN SPACER",EA,,22.9,,,,,,,,
1020440112,"BRACKET,SAC CORNER SUPPORT, 22-33 KV",EA,1297,1297,,,,,,,,
1020440113,"SNAP TIES,22 KV50 FOR PORC SPACER",EA,31.1,31.1,,,,,,,,
1020440114,"SNAP SITE,22 KV95&33 KV50,PORC SPACER",EA,31.1,31.1,,,,,,,,
1020440115,"SNAP TIES,22 KV120&33 KV50,PORC SPACER",EA,31.1,31.1,,,,,,,,
1020440116,"SNAP TIES,22 KV185&33 KV120,PORC SPACER",EA,31.1,31.1,,,,,,,,
1020440117,"SNAP TIES,SAC 33 KV185,PORC SPACER",EA,31.1,31.1,,,,,,,,
1020440118,"ห่วงรัดสาย, สีคิ้วเกลียวรัด 50-185 ต.มม",EA,,2.48,,,,,,,,
1020440119,ห่วงรัดสายเคเบิลอากาศแบบยืดหยุ่น,EA,29.3,29.3,,,,,,,,
1020440121,"BRACKET FOR SAC, CORNER SUPPORT, 33kV",EA,1535,1535,,,,,,,,
1020440122,MESSENGER GROUND WIRE BAYONET BRACKET,EA,,555,,,,,,,,
1020440200,SUSPENSION HOOK,EA,,705,,,,,,,,
1020440201,"SUSPENSION CLAMP,TWISTED AERIAL CABLE",EA,,815,,,,,,,,
1020440202,SUSPENSION AND D/E HOOK,EA,,564,,,,,,,,
1020440203,D/E CLAMP FOR MESSENGER OF TAC,EA,,566,,,,,,,,
1020440204,SPLIT PLASTIC TUBE WITH 2 NYLON TIES,EA,,95.8,,,,,,,,
1020440207,ที่แขวนสายหุ้มฉนวนเต็มพิกัดตีเกลียว,EA,,370,,,,,,,,
1020450001,"PLATE,AL,1mm THICK,PAINT COMP,4 SCREWS",EA,,585,,,,,,,,
1020500004,"CONN.,T-TYPE, AL,MAIN 400,TAP OFF 95-185",EA,1177,1517,,,,,,,,
1020500005,"CONN.,T-TYPE,MAIN 400 ,TAP 185-240",EA,1177,1411,,,,,,,,
1020500006,"CONN.,T-TYPE,AL,MAIN 400 ,TAP 400",EA,1177,1177,,,,,,,,
1020500010,"CONN.,T-TYPE, AL.,COND. 400 TO 4 - HOLE",EA,1268,1268,,,,,,,,
1020500100,"CONN.,T-TYPE,COMP.,AL MAIN 400,4-HOLE",EA,893,993,,,,,,,,
1020560200,"PAD COUPLER,AL-ALLOY,T-TYPE",EA,,1547,,,,,,,,
1020560201,"PAD COUPLER,AL-ALLOY,STRAIGHT-TYPE",EA,,860,,,,,,,,
1020570003,"BUS SUPPORT 3,BC,2 AL COND. 400 SQ.MM.",EA,,865,,,,,,,,
1020570106,"CLAMP, TOP TYPE, DOUBLE COND., AL 400",EA,2052,2052,,,,,,,,
1020570107,"BRACKET, INS LINE POST 115 kV, GAIN BASE",PAK,,7145,,,,,,,,
1030000001,"INSULATOR,PIN TYPE,CLASS 56-2 TIS.279",EA,,141,,,,,,,,
1030000002,"INSULATOR,PIN TYPE,CLASS 56-3 TIS.279",EA,,197,,,,,,,,
1030000003,"INSULATOR,PIN,FOG TYPE, 33 KV.",EA,,2275,,,,,,,,
1030009901,"INSULATOR,PIN TYPE,EEI-NEMA CLASS 55-2",EA,,1.25,,,,,,,,
1030010000,"INSULATOR,POST TYPE, 33 KV.",EA,,1600,,,,,,,,
1030010001,"INSULATORLINE-POST, 22 KV.CLASS 57-2L",EA,,554,,,,,,,,
1030010002,"INSULATOR,LINE-POST, 22 KV.,57-2L,P/A",EA,799,799,,,,,,,,
1030010003,"INSULATOR,LINE-POST,33KV.,57-3L TIS.1077",EA,1279,1279,,,,,,,,
1030010004,"INSULATOR,LINE-POST,33KV.,57-4L TIS.1077",EA,,1530,,,,,,,,
1030010005,"INSULATOR,LINE-POST, 33 KV.R/G",EA,,2950,,,,,,,,
1030010006,ลูกถ้วยแท่งชนิด COMPOSITE ระบบ 33 เควี,EA,,2152,,,,,,,,
1030010007,"COMPOSITE,LINE-POST,INSULATOR, 22 KV",EA,,3200,,,,,,,,
1030010008,"INSULATOR,LINE-POST,57-2,TIS.2623",EA,799,799,,,,,,,,
1030010009,"INSULATOR,LINE-POST,57-3,TIS.2623",EA,1279,1279,,,,,,,,
1030010101,"INSULATOR,PIN POST,22 KV. P/A",EA,982,982,,,,,,,,
1030010102,"INSULATOR,PIN POST,56/57-4 TIS.1251",EA,3446,3446,,,,,,,,
1030010103,"INSULATOR, PIN POST,56/57-3 TIS.1251",EA,2072,2072,,,,,,,,
1030010104,"INSULATOR,PIN-POST,56/57-2,TIS.2623",EA,982,982,,,,,,,,
1030010105,"INSULATOR,PIN-POST,56/57-3,TIS.2623",EA,2072,2072,,,,,,,,
1030010106,"INSULATOR,PIN-POST,56/57-4,TIS.2623",EA,3446,3446,,,,,,,,
1030010200,"INSULATOR,POST, 7.5 KV.,ANSI TR-202",EA,,2637,,,,,,,,
1030010201,"INSULATOR,POST, 22 KV.,ANSI TR-208",EA,,2508,,,,,,,,
1030010204,"INSULATOR, POST, 115 KV.,HOR. MOUNT",EA,25590,25590,,,,,,,,
1030010205,"115 kV, INSULATOR, POST, HOR. MOUNT",EA,,23780,,,,,,,,
1030020000,"INSULATOR,SUSPENSION,CLASS 52-1,TIS.354",EA,332,332,,,,,,,,
1030020001,"INSULATOR,SUSPENSION,CLASS 52-3,TIS.354",EA,702,702,,,,,,,,
1030020002,"INSULATOR,SUSPENSION,CLASS 52-4,TIS.354",EA,637,637,,,,,,,,
1030020003,"INSULATOR,SUSPENSION,CLASS 52-8,TIS.354",EA,949,949,,,,,,,,
1030020004,ลูกถ้วยแขวนชนิด COMPOSITE ระบบ 33 เควี,EA,,1344,,,,,,,,
1030020005,"COMPOSITE,SUSPENSION,INSULATOR, 22 KV",EA,,1967,,,,,,,,
1030020100,"COMP. INS.,SUSPENSION,1.1-1.2 M.,110 KN.",EA,981,981,,,,,,,,
1030020101,"COMP. INS.,SUSPENSION,1.5-1.6 M.,110 KN.",EA,1157,1414,,,,,,,,
1030020103,"COMP. INS.,SUSPENSION,1.5-1.6 M.,220 KN.",EA,1520,1520,,,,,,,,
1030030000,"INSULATOR,SPOOL,CLASS 53-2 TIS.227",EA,27,27,,,,,,,,
1030030100,"INSULATOR,STRAIN,CLASS 54-1 TIS.280",EA,44.1,44.1,,,,,,,,
1030030103,"INSULATOR,STRAIN,CLASS 54-4 TIS.280",EA,142,142,,,,,,,,
1030100000,"PIN,INSULATOR, 22 KV.",EA,,87.7,,,,,,,,
1030100001,"PIN,INSULATOR, 33 KV.",EA,,101,,,,,,,,
1030100002,"PIN,FOR FOG TYPE PIN INSULATOR 33 KV.",EA,,630,,,,,,,,
1030109900,"PIN ,FOR L.T. INSULATOR",EA,,1.5,,,,,,,,
1030110000,"CLAMP,STRAIN,AL 35-70,ACSR 35-50 SQ.MM.",EA,116,116,,,,,,,,
1030110001,"CLAMP,STRAIN,AL 95 SQ.MM.ACSR 70 SQ.MM.",EA,,157,,,,,,,,
1030110002,"CLAMP,STRAIN,AL 120 SQ.MM.ACSR 95 SQ.MM.",EA,,200,,,,,,,,
1030110004,"CLAMP,STRAIN, FOR AL 185 SQ.MM.",EA,194,194,,,,,,,,
1030110005,"CLAMP,STRAIN, FOR AL 240 SQ.MM.",EA,,178,,,,,,,,
1030110007,"CLAMP,STRAIN,FOR ACSR 120-185 SQ.MM.",EA,481,481,,,,,,,,
1030110103,"CLAMP,STRAIN,KEEPER,AL 400 SQ.MM.",EA,805,805,,,,,,,,
1030110105,"CLAMP, STRAIN,KEEPER,ACSR 380/50 SQ.MM.",EA,,1721,,,,,,,,
1030110300,"CLAMP,STRIAN,ST. STRANED WIRE 50 SQ.MM.",EA,,1024,,,,,,,,
1030120002,"CLAMP,SUSPENSION,FOR AL 400 SQ.MM.",EA,286,286,,,,,,,,
1030120004,"SUSPENSION CLAMP,FOR AL400SQ.MM.(REVISE)",EA,,544,,,,,,,,
1030130000,"RACK, 2X200 MM. EXT.BACK",EA,120,120,,,,,,,,
1030130001,"RACK, 3X200 MM. EXT.BACK",EA,204,204,,,,,,,,
1030130002,"RACK, 4X200 MM. EXT.BACK",EA,277,277,,,,,,,,
1030130003,"RACK, 1X200 MM., HORIZONTAL",EA,,180,,,,,,,,
1030130004,"RACK, 2X200 MM., HORIZONTAL",EA,,124,,,,,,,,
1030130005,"RACK, 3X200 MM., HORIZONTAL",EA,,204,,,,,,,,
1030130006,"RACK, 4X200 MM., HORIZONTAL",EA,,215,,,,,,,,
1030130100,"CLEVIS,FLAT STEEL 4 1/4,INSULATOR,53-2",EA,55.8,55.8,,,,,,,,
1030130101,"CLEVIS,DIVIDED,INSULATOR,CLASS 53-2",EA,,65,,,,,,,,
1030140000,CIVIS EYE,EA,96.2,96.2,,,,,,,,
1030140001,BALL-CLEVIS ANSI TYPE K,EA,195,195,,,,,,,,
1030140002,BALL-HOOK,EA,87.5,87.5,,,,,,,,
1030140003,SOCKET-EYE,EA,102,102,,,,,,,,
1030140004,Y-CLEVIS-BALL,EA,160,160,,,,,,,,
1030140005,BALL-CLEVIS ANSI.TYPE B,EA,102,102,,,,,,,,
1030140006,SOCKET-CLEVIS ANSI.TYPE B,EA,112,112,,,,,,,,
1030140007,SOCKET-CLEVIS ANSI.TYPE K,EA,225,225,,,,,,,,
1030140011,"CLEVIS,THIMBLE,FOR PREFORMED DEAD-END",EA,39.3,39.3,,,,,,,,
1030140012,"BRACKET,CORNER SUSPENSION",EA,219,219,,,,,,,,
1030140013,"SPACER,PLATE,FOR AL 400 SQ.MM.",EA,189,199,,,,,,,,
1040000000,"S.A., 21 KV. 5 KA.",EA,775,775,,,,,,,,
1040000001,"S.A., 21 KV. 10 KA.",EA,1320,1320,,,,,,,,
1040000002,"S.A., 24 KV. 5 KA.",EA,833,964,,,,,,,,
1040000003,"S.A., 24 KV. 10 KA.",EA,1650,1856,,,,,,,,
1040000004,"CLAH SET,FOR 22 KV PIN POST INSULATOR",EA,,2216,,,,,,,,
1040000007,"S.A., 21 KV.5 KA.,WITHOUT BRACKET",EA,725,725,,,,,,,,
1040000008,"S.A., 24 kV.5 kA.,WITHOUT BRACKET.",EA,794,1672,,,,,,,,
1040000100,S.A. 30 KV. 5 KA.,EA,962,962,,,,,,,,
1040000101,S.A. 30 KV. 10 KA.,EA,1750,1750,,,,,,,,
1040000103,"S.A., 30 KV.10 KA,POLYMER HOUSING",EA,10880,10880,,,,,,,,
1040000106,"S.A., 30 kV.5kA.,WITHOUT BRACKET",EA,900,900,,,,,,,,
1040000201,S.A. 96 KV. 10 KA.,EA,,137500,,,,,,,,
1040000205,"S.A., 96 kV.10 kA. 3810 mm POLYMER",EA,,29250,,,,,,,,
1040000300,S.A. 250-500 V. 2.5-5.0 KA,EA,165,165,,,,,,,,
1040009907,"SVL, OUTDOOR, 3-4 KV, 10 KA",EA,,18500,,,,,,,,
1040009908,"SVL, OUTDOOR, 6-7 KV, 10 KA",EA,,3800,,,,,,,,
1040009909,"SVL, INDOOR, 6-7 KV, 10 KA",EA,,23000,,,,,,,,
1040009910,"SVL, OUTDOOR, 9-10 KV, 10 KA",EA,,24000,,,,,,,,
1040009911,"SVL, INDOOR, 9-10 KV, 10 KA",EA,,25000,,,,,,,,
1040010000,"DROPOUT,FUSE,22 KV.100 A.8 KA.",EA,,1263,,,,,,,,
1040010001,"DROPOUT,FUSE,22 KV.200 A.8 KA.",EA,,3585,,,,,,,,
1040010002,"DROPOUT,FUSE,22 KV.100 A.12 KA",EA,2550,2550,,,,,,,,
1040010003,"DROPOUT,FUSE,22 KV.200 A.12 KA",EA,,3769,,,,,,,,
1040010004,FUSE HOLDER 22 KV. 100 A. 8 KA.,EA,,561,,,,,,,,
1040010005,FUSE HOLDER 22 KV. 200 A. 8 KA.,EA,,1198,,,,,,,,
1040010006,FUSE HOLDER 22 KV. 100 A. 12 KA.,EA,,900,,,,,,,,
1040010008,"EXPENDABLE CAP, 22 KV. 100 A. 8 KA.",EA,,43.9,,,,,,,,
1040010009,"EXP. CAP FOR FUSE HOLDER,22 KV 200A 8 KA",EA,,51,,,,,,,,
1040010011,"DROPOUT,FUSE,ON-LOAD, 22 KV100 A.12 KA",EA,,5470,,,,,,,,
1040010012,"FUSE HOLDER,ON-LOAD,22 KV.100 A.12 KA,",EA,,1550,,,,,,,,
1040010015,ANIMAL BARRIER,EA,,450,,,,,,,,
1040010016,CUTOUT BRACKET,EA,,628,,,,,,,,
1040010017,"ANIMAL BARRIER, for 52-4-L",EA,,485,,,,,,,,
1040010018,"CUTOUT BRACKET w 52-4-L,100x100 CROSSARM",EA,,1262,,,,,,,,
1040010100,"DROPOUT,FUSE, 33 KV. 100 A.",EA,3700,3700,,,,,,,,
1040010102,FUSE HOLDER 33 KV. 100 A.,EA,,795,,,,,,,,
1040010104,"EXPENDABLE CAP, 33 KV. 100 A.",EA,,43,,,,,,,,
1040010106,"CUTOUT,FUSE,33 KV. 100 A., POLLUTED AREA",EA,,10500,,,,,,,,
1040010107,"FUSE HOLDER,FOR FUSE CUTOUT MAT.04010106",EA,,3613,,,,,,,,
1040020000,H.R.C. FUSE 32-36 A.DIN OR BS,EA,,37.9,,,,,,,,
1040020001,H.R.C. FUSE 50 A.DIN OR BS,EA,,46.5,,,,,,,,
1040020002,H.R.C. FUSE 80 A.DIN OR BS,EA,,57.3,,,,,,,,
1040020003,H.R.C. FUSE 100 A.DIN OR BS,EA,,68.2,,,,,,,,
1040020004,H.R.C. FUSE 150-160 A.DIN OR BS,EA,,77.7,,,,,,,,
1040020005,H.R.C. FUSE 200 A. DIN ORBS,EA,,76.6,,,,,,,,
1040020006,H.R.C. FUSE 250 A.DIN OR BS,EA,,85.9,,,,,,,,
1040020007,H.R.C. FUSE 300-315 A.DIN OR BS,EA,,146,,,,,,,,
1040020008,H.R.C. FUSE 350-355 A.DIN OR BS,EA,177,177,,,,,,,,
1040020009,H.R.C. FUSE 400 A.DIN OR BS,EA,,145,,,,,,,,
1040020010,"H.R.C. FUSE, BLADE CONTACT, 32 A",EA,,57.2,,,,,,,,
1040020011,"H.R.C. FUSE, BLADE CONTACT, 50 A",EA,,70.1,,,,,,,,
